case_id,case_number,investigation_started,decision_date,duration_months,case_name,parties_name,parties_count,report_route,decision_type,article_infringed,offense_nature,commissioner,commissioner_id,appeal,court_case_linked,,,,,,,
208,30988,08.08.1983,23.07.1984,12,Flat-Glas (Benelux),BSN SA; Glaverbel SA; Maasglas BV; Glaverned BV; Saint-Gobain SA; Glaceries de Saint-Roch SA; Glasfabriek Sas van Gent BV; Alglas BV,8,Commission own initiative,Infringement,81,Horizontal price fixing and market sharing,Frans Andriessen (M),10,0,,,,,,,,
209,30350,20.07.1982,06.08.1984,24,ZINC PRODUCER GROUP,Billiton Nederland BV; Metallgesellschaft AG Frankfurt am Main; Société Minière et Métallurgique de Penarroya; Preussag AG; Rio Tinto Zinc Corporation plc.; Union Minière Bruxelles ,6,Commission own initiative,Infringement,81,Horizontal price fixing and market sharing,Frans Andriessen (M),10,0,,,,,,,,
210,28775,28.11.1983,23.11.1984,12,UNIDI,Unione Nazionale Industrie Dentarie Italiane (UNIDI),1,Notification,Renewal of Exemption,81,Cartell between three main Italian dental equipment producers,Frans Andriessen (M),10,1,,,,,,,,
211,30907,09.09.1983,23.11.1984,15,Peroxygen Products,Solvay et Cie.; Laporte Industries plc.; Degussa AG; L'Air Liquide SA; Atochem,5,Commission own initiative,Infringement,81,Horizontal price fixing and market sharing,Frans Andriessen (M),10,0,,,,,,,,
212,30307,23.07.1983,05.12.1984,16,FIRE INSURANCE (D),Verband der Sachversicherer eV Köln,1,Notification,Infringement,81,"Horizontal price fixing, could lead tp insurance premium increase",Frans Andriessen (M),10,1,,,,,,,,
213,28930,22.06.1982,07.12.1984,29,Milchförderungsfonds,Milchförderungsfonds,1,Commission own initiative,Infringement,81,Granting support for export within the common market (horizontal),Frans Andriessen (M),10,0,,,,,,,,
214,30299,12.02.1981,10.12.1984,46,GROHE SALES SYSTEM,"Friedrich Grohe, Armaturenfabrik GmbH",1,Notification,Infringement,81,"Vertical restraints via licensing agreements, could prevent trade",Frans Andriessen (M),10,0,,,,,,,,
215,30261,06.01.1981,10.12.1984,47,IDEAL-STANDARD SALES SYSTEM,Ideal-Standard GmbH,1,Notification,Infringement,81,"Vertical restraints via licensing agreements, could prevent trade",Frans Andriessen (M),10,0,,,,,,,,
216,30717,07.07.1982,10.12.1984,29,UNIFORM EUROCHEQUES,Eurocheque International; Association française des banques Paris; Associazione bancaria italiana Roma; Bank Cheque Card Committee London; Bundesverband deutscher Banken e.V.; Communauté belge Eurocheque; Communauté luxembourgeoise Eurocheque; Den Danske Bankforening;   Irish Banks'Standing Committee; Stichting Bevordering Chequeverkeer; Bundesverband der deutschen Volksbanken und Raiffeisenbanken; Eutscher Sparkassen- und Giroberband e.V.; Agrupacio Andorrana Eurocheque; Agrupación Espanola Eurocheque; Banco de Portugal; Den Norske Bankforening; Schweizerische Bankersvereinigung; Suomen Pankkiyhdistys; Svenska Bankföreningen; Udruzenje Banaka Jugoslaviue; Verband Österreichischer Banken und Bankiers,33,Notification,Exemption,82,Customer agreements concerning curreny charges (horizontal),Frans Andriessen (M),10,1,"T-39/92, T-40/92",,,,,,,
217,30666,29.01.1982,12.12.1984,34,MECATIVER / PPG,PPG Industries Inc.; BSN-Gervais Danone; Mecaniver SA,3,Notification,Negative Clearance,81,Holding of shares increased,Frans Andriessen (M),10,0,,,,,,,,
218,30809,12.11.1982,14.12.1984,25,JOHN DEERE,Deere and Company; NV Louis Nagel and Co.; Dansk Oversoisk Motor Industrie A/S; NV Cofabel,4,Complaint,Infringement,81,Vertical export ban,Frans Andriessen (M),10,0,,,,,,,,
219,29725,29.07.1981,19.12.1984,41,WOOD-PULP,"British Columbia Forest Products Ltd.; Canadian Forest Products Ltd.; MacMillan Bloedel Ltd.; St. Anne-Nackawick Pulp and Paper Co.Ltd.; Weldwood of Canada Ltd.; Westar Timber Ltd.; Bowater Inc.; Chesapeake Corporation; Crown Zellerbach; Federal Paper Board Company; Georgiea-Pacific Corporation; International Pulp Sales Company; ITT Rayonier Inc.; The Mead Corporation; Scott Paper Company; Weyerhaeuser Company Pulp Division; Pulp, Paper and Paperboard Export Association of the United States (KEA); Ahlström Oy; Enso-Gutzeit Oy; Joutseno-Pulp Co.; Kemi Oy; Mersä-Botnia AB Oy; Metsàliiton Teollisuus Oy; Oulu Oy; Wilh. Schaumann AB Oy; Sunila Oy; Veitsiluoto Oy; Finncell; Billerud-Uddeholm; Iggesunds Bruk AB; Kopparfors AB; Korsnäs-Marma AB; MoDoCell AB; Norrlands Skogsägares Cellulosa AB; Södra Skogsägarna AB; Stora Kopparbergs-Berglags AB; Svenska Cellulosa AB; Uddeholm AB; Svenska Cellulosa - Och Papperbruks Föreningen; Borregaard AG; Portucel, Empresa de celulose e papel de Portuga EP; Empresa nacional de celuloses SA (ENCE)",43,Commission own initiative,Infringement,81,Horizontal price fixing,Frans Andriessen (M),10,1,"89/85, 104/85, 114/85, 116/85, 117/85, 125/85, 126/85, 127/85, 128/85, 129/85",,,,,,,
220,26870,16.08.1978,19.12.1984,76,ALUMINIUM,"Alcan Aluminium Ltd.;Alluminio Italia SpA; Ardal og Sunndal Verk.; BICC Ltd.; Brandeis Goldschmidt and Co. Ltd.;  Eisen und Metall AG; Elkem Spigerverket A/S; Gränges Aluminium; Holland Aluminium BV; Kaiser Aluminium Europe Inc.; Metallgesellschaft AG, Frankfurt a.M; Montedison; Norsk Hydro A/S; Péchiney-Ugine-Kuhlmann; Reynolds Aluminium Deutschland Inc.; Rio Tinto Zinc Corporation; Alusuisse Deutschland GmbH; Vereinigte Aluminium Werke AG, Bonn; Verenigte Metallwerke Ranshofen Berndorg AG; v/o Raznoimport; Intrac Handelsgesellschaft mbH; Centrala Importowo-Eksportowa ""Impexmetal""; Kerametal Foreign Trade Co. Ltd.; Metalimpex; EPAA",25,Notification,Infringement,81,Vertical export ban,Frans Andriessen (M),10,0,,,,,,,,
221,31163,28.02.1984,23.01.1985,11,OLYMPIC AIRWAYS,Olympic Airways AE,1,Complaint,Infringement,"11, 12, 13, 14",Did not supply all information,Peter Sutherland (M),12,0,,,,,,,,
222,N/A,28.10.1982,24.04.1985,18,Greek Insurance,Hellenic Republic,1,Commission own initiative,Infringement,86,Discriminatory business rules by regulation (country level),Peter Sutherland (M),12,1,T-266/87,,,,,,,
223,31029,01.08.1984,10.07.1985,11,EATE LEVY,The Association Nationale des Travailleurs Indépendeants de la Batellerie (ANTIB); The Chambre Syncicale Nationale des Courtiers de fret fluviaux,2,Complaint,Infringement,81,"Inter-Assoziation agreement, which restricts competition between Member States (horizontal)",Peter Sutherland (M),12,1,,,,,,,,
224,29420,29.03.1977,10.07.1985,99,GRUNDIG,Grundig AG,1,Notification,Exemption,81,Dealership agreement (vertical),Peter Sutherland (M),12,0,,,,,,,,
225,4204,10.11.1981,12.07.1985,44,VELCRO-APLIX,Velcro SA; Aplix SA,2,Notification and Complaint,Infringement,81,Export ban and vertical restraints via exclusivity clause,Peter Sutherland (M),12,0,,,,,,,,
226,30846,01.02.1983,27.11.1985,34,IVOCLAR,Ivoclar AG,1,Notification,Exemption,81,Vertical restraints via standard exclusive distribution agreements,Peter Sutherland (M),12,0,,,,,,,,
227,30971,01.06.1983,02.12.1985,30,BP/KELLOGG,BP International Limited; The MW Kellogg Company,2,Notification,Exemption,81,Joint venture (R&D),Peter Sutherland (M),12,0,,,,,,,,
228,30017,31.01.1980,13.12.1985,70,Breeders's Right,SNC Meilland & Cie.; Universal Plant Sarl; Universal rose Sélection-France; Mr. René Royon,4,Complaint,Infringement,81,"Agreements, which prohibit trade among Member States (vertical)",Peter Sutherland (M),12,0,,,,,,,,
229,30570,30.07.1985,13.12.1985,5,Whiskey and Gin,"Booth's Destilleries Ltd.; Tanqueray, Gordon & Company Ltd.; White Horse Distillers Ltd and Corima SA.; White Horse Sistillers Ltd. and Gilbeys of Ireland",4,Notification,Exemption,81,Exclusive dealing contracts leading to prevention of parallel imports (vertical),Peter Sutherland (M),12,0,,,,,,,,
230,27590,29.06.1973,13.12.1985,149,London Sugar Futures Market Ltd,London Sugar Futures Market Ltd.,1,Notification,Negative Clearance,81,Different contracts for the members of the organisation and non-members,Peter Sutherland (M),12,0,,,,,,,,
231,27591,29.06.1973,13.12.1985,149,London Cocoa Terminal Market Association Ltd,The London Cocoa Terminal Market Association Ltd.,1,Notification,Negative Clearance,81,"Specified minimum commission rate, which resulted in price fixing (essential facility)",Peter Sutherland (M),12,0,,,,,,,,
232,27592,29.06.1973,13.12.1985,149,Coffee Terminal Market Association Ltd,The Coffee Terminal Market Association of London Ltd.,1,Notification,Negative Clearance,81,"Specified minimum commission rate, which resulted in price fixing (essential facility)",Peter Sutherland (M),12,0,,,,,,,,
233,27593,29.06.1973,13.12.1985,149,London Rubber Terminal Market Association Ltd,The London Rubber Terminal Market Association Ltd.,1,Notification,Negative Clearance,81,"Specified minimum commission rate, which resulted in price fixing (essential facility)",Peter Sutherland (M),12,0,,,,,,,,
234,30698,15.06.1982,14.12.1985,41,ECS / AKZO CHEMIE,AKZO Chemie BV,1,Complaint,Infringement,82,Predatory pricing,Peter Sutherland (M),12,1,,,,,,,,
235,30737,18.07.1981,16.12.1985,53,P&I CLUBS,The Britannia Steamshop Insurance Association Ltd.; The London Steamshop Owners'Mutual Insurance Association Ltd.; The Newcastle Protection and Indemnity Association; The North of England Protecting and Indemnity Association; The Standard Steamship Owners' Protection and Indemnity Association Ltd.; The Standard Steamshop Owners' Protection and Indemnity Association (Bermuda) Ltd.; The Steamship Mutual Underwriting Association Ltd.; Sveriges Angfartys Assurans Forening; The Shipowners'Mutual Protection and Indemnity Association ( Luxembourg); The Steamship Mutual Underwriting Association (Bermuda) Ltd.; The Sunderland Steamship Protecting and Indemnity Association; The United Kingdom Mutual Steamship Assurance Association (Bermuda) Ltd.; The West of England Shipowners' Mutual Protection and Indemnity Association (Luxembourg); Assuranceforeningen Gard (Gjensidig); Assuranceforeningen Skuld (Gjensidig); The Japan Shipowners' Mutual Protection and Indemnity Association; The Liverpool and London Steamship Protection and Indemnity Association Ltd.,17,Notification,Exemption,81,Horizontal agreement,Peter Sutherland (M),12,0,,,,,,,,
236,30655,25.05.1982,16.12.1985,43,VILLEROY and BOSCH,Villeroy & Bosch KG,1,Notification,Negative Clearance,81,Vertical restraints via a network of standard form agreements,Peter Sutherland (M),12,0,,,,,,,,
237,30839,05.09.1984,16.12.1985,16,SPERRY NEW HOLLAND,P.J. Concellis SA; Sperry New Holland - Sperry NV; G.W. Van Driel en Van Dorsten,3,Complaint,Infringement,81,Vertical export ban,Peter Sutherland (M),12,0,,,,,,,,
238,30739,10.12.1982,18.12.1985,37,SIEMENS / FANUC,Fanuc Ltd.; Siemens AG,2,Commission own initiative,Infringement,81,"Horizontal distribtution agreement (thereby, price fixing and market sharing)",Peter Sutherland (M),12,0,,,,,,,,
239,31149,30.04.1984,23.04.1986,24,POLYPROPYLENE,ANIC SpA; Atochem SA; BASF AG; DSM; SA Hercules Chemicals NV; Hoechst AG; Huels AG; ICI PLC Imperial Chemical House; Cehmische Werke Linz AG; Montedipe SaP; Petrofina SA; Rhône-Poulenc SA; Shell Chemical International Trading Company; Solvay et Cie; Statoil,15,Commission own initiative,Infringement,81,Horizontal price fixing and quota agreements,Peter Sutherland (M),12,1,"T-1/89, T-2/89, T-3/89, T-4/89, T-6/89, T-7/89, T-8/89, T-9/89, T-10/89, T-11/89, T-12/89, T-13/89, T-14/89, T-15/89",,,,,,,
240,31371,14.06.1985,10.07.1986,13,Roofing Felt (Belasco),Lummerzheim & Co. NV; Limburgse Asfaltfabrieken PVBA; Kempisch Asphaltbedrijf NV; De Boer & Co NV; Vlaams Asfaltbedrijf Huyghe & Co. PVBA; La Société des Asphalteurs belges; International Roofing Company SA; Al-Asfalt NV,8,Complaint,Infringement,81,Horizontal price fixing and quota agreements (highly severe),Peter Sutherland (M),12,1,246/86,,,,,,,
241,30320,17.03.1981,14.07.1986,63,OPTICAL FIBRES,Corning Glass Works; BICC plc; Siemens AG; Optical Fibres; Siecor GmbH,5,Notification,Exemption,81,Joint venture,Peter Sutherland (M),12,0,,,,,,,,
242,31143,01.10.1984,25.09.1986,24,Peugeot - Talbot,Automobiles Peugeot SA,1,Notification,Infringement,17,Vertical restraints and supplying false information in reply to discovery request,Peter Sutherland (M),12,0,,,,,,,,
243,28959,30.10.1974,30.09.1986,143,VIFKA,VIFKA (Vereniging van Importeurs en Fabrikanten van Kantoormachines),1,Notification,Exemption,81,Fairy stuff,Peter Sutherland (M),12,0,,,,,,,,
244,31362,15.10.1984,30.09.1986,23,IRISH BANKS STANDING COMMITTEE,Allied Irish Banks plc.; Bank of Ireland; Northern Bank Ltd.; Ulster Bank Ltd.,4,Notification,Negative Clearance,81,Horizontal quantity/price fixing,Peter Sutherland (M),12,0,,,,,,,,
245,31204,25.09.1985,26.11.1986,14,MELDOC,"Melkunie Holland BV; Coöperatieve Melkproduktie Bedrijven ""DOM-Bedum""; Verenigde Coöperatieve Melkindustrie ""Coberco""; DMV ""Campina""BV; Menken-Landbouw BV",5,Commission own initiative,Infringement,81,Horizontal price fixing and quota agreements,Peter Sutherland (M),12,1,,,,,,,,
246,31128,15.01.1986,02.12.1986,10,FATTY ACIDS,Unilever NV; Henkel KGaA; Oleafina SA,3,Commission own initiative,Infringement,81,Horizontal exchange of information on sales,Peter Sutherland (M),12,0,,,,,,,,
247,30439,20.08.1981,04.12.1986,63,International Petroleum Exchange of London Ltd,International Petroleum Exchange of London Ltd,1,Notification,Negative Clearance,81,Exclusive facillity (vertical restraints employed),Peter Sutherland (M),12,0,,,,,,,,
248,31055,19.10.1983,04.12.1986,37,ENI / MONTEDISON,Ente Nazionale Idrocarburi; Montedison SpA,2,Notification,Exemption,81,"Exchange of patents and knowhow, capacity restrictions and production factor exchange",Peter Sutherland (M),12,0,,,,,,,,
249,29036,11.04.1975,10.12.1986,140,Gafta Soya Bean Meal Futures Association,Gafta Soya Bean Meal Futures Association,1,Notification,Negative Clearance,81,"Specified minimum commission rate, which resulted in price fixing (essential facility)",Peter Sutherland (M),12,0,,,,,,,,
250,29688,22.08.1978,10.12.1986,99,The London Grain Futures Market,The London Grain Futures Market,1,Notification,Negative Clearance,81,"Specified minimum commission rate, which resulted in price fixing (essential facility)",Peter Sutherland (M),12,0,,,,,,,,
251,30176,16.09.1980,10.12.1986,74,The London Potato Futures Market Association Ltd,The London Potato Futures Market Association Ltd,1,Notification,Negative Clearance,81,"Specified minimum commission rate, which resulted in price fixing (essential facility)",Peter Sutherland (M),12,0,,,,,,,,
252,31614,24.07.1985,10.12.1986,16,London Meat Futures Exchange,London Meat Futures Exchange Ltd.,1,Notification,Negative Clearance,81,"Specified minimum commission rate, which resulted in price fixing (essential facility)",Peter Sutherland (M),12,0,,,,,,,,
253,261,31.10.1962,11.12.1986,289,Association Belge des Banques,Association Belge des Banques,1,Notification,Exemption,81,"Conventions, agreements and recommendations in banking sector (horizontal)",Peter Sutherland (M),12,0,,,,,,,,
254,31356,11.10.1984,12.12.1986,26,ABI,Associazione Bancaria Italiana (ABI),1,Notification,Exemption and Negative Claerance,81,Price and quota fixing in whole Italian banking sector,Peter Sutherland (M),12,0,,,,,,,,
255,31302,01.08.1984,15.12.1986,29,BOUSSOIS / INTERPANE,Boussois SA; Interpane Entwicklungs-  und Beratungsgesellschaft mbH & Co.. KG,2,Notification,Exemption,81,"Exchange of patents and knowhow, and transfer of technical support",Peter Sutherland (M),12,0,,,,,,,,
256,31458,19.08.1985,15.12.1986,16,X / OPEN GROUP,Compagnie des Machines Bull; Digital Equipment Corporation International (Europe); Telefonaktiebolager I.M. Ericsson; International Computers Ltd.; Nixdorf Computer AG; Ing. C. Olivetti & C. SpA; Philips International BV; Siemens Aktiengesellschaft; Unisys Corporation; AT&T Information Systems,10,Notification,Exemption and Negative Claerance,81,"Exchange of information, vertical restraints and non-disclosure agreements",Peter Sutherland (M),12,0,,,,,,,,
257,"31428, 31429, 31430, 31431, 31432",15.01.1985,17.12.1986,23,YVES ROCHER,"Société d'études de chimie et de thérapie appliquées (SECTA, Laboratiores de Cosmétologie Yves Rocher",1,Notification,Exemption,81,Standard form of franchising contract for retailers (vertical),Peter Sutherland (M),12,0,,,,,,,,
258,30937,22.04.1983,17.12.1986,44,PRONUPTIA,Pronuptia de Paris SA,1,Notification,Exemption,81,Standard form of franchising contract for retailers (vertical),Peter Sutherland (M),12,0,,,,,,,,
259,31340,20.09.1984,17.12.1986,27,MITCHELL COTTS / SOFILTRA,Mitchell Cotts & Co. (Engineering) Ltd.; Sofiltra Poelman SA; Mitchell Cotts Air Filtration Ltd,3,Notification,Exemption,81,Joint venture,Peter Sutherland (M),12,0,,,,,,,,
260,N/A,23.12.1986,22.06.1987,6,Canary Islands,Kingdom of Spain,1,Complaint,Infringement,86,Discriminatory business rules by regulation,Peter Sutherland (M),12,N/A,,,,,,,,
261,"31192, 31507",30.03.1984,10.07.1987,39,TIPP-EX,GmbH & Co. KG; Beiersdorf AG; Burotex SA; Esveha-Rijam BV; Tipp-Ex (Leslie McLean) Ltd.,5,Complaint,Infringement,81,Vertical obstruction of parallel imports,Peter Sutherland (M),12,1,279/87,,,,,,,
262,32034,18.09.1986,13.07.1987,9,COMPUTERLAND,Computerland Europe SA,1,Notification,Exemption,81,Standard form of franchising contract for retailers (vertical),Peter Sutherland (M),12,0,,,,,,,,
263,31764,31.12.1985,13.07.1987,18,Baltic International Freight Futures Exchange Ltd,Baltic International Freight Futures Exchange Ltd,1,Notification,Negative Clearance,81,Hedging transportation costs Assoziation,Peter Sutherland (M),12,0,,,,,,,,
264,31741,15.04.1986,13.07.1987,14,SANDOZ,Sandoz Prodotti Farmaceutici SpA,1,Commission own initiative,Infringement,81,Vertical export ban,Peter Sutherland (M),12,1,277/87,,,,,,,
265,31739,30.12.1985,18.09.1987,21,INTERNATIONALE DENTALSCHAU,Verband der Deutschen Dental-Industrie eV,1,Notification,Exemption,81,"Horizontal restraints, very minor things",Peter Sutherland (M),12,0,,,,,,,,
266,31735,17.10.1985,18.12.1987,26,NEW POTATOES,Comité Economique Agricole Régional Fruits et Légumes de Bretagne (CERAFEL); CEAFL Aquitaine; CEAFL Basse-Normandie; CEAFL Val de Loire; CEAFL Languedoc-Rousillon; CEAFL Nord de la France; CEAFL Provence,7,Notification by French Government,Negative Clearance,81,Change in the horizontal agreement of farmers (authorized by Ministry of Agriculture),Peter Sutherland (M),12,0,,,,,,,,
267,31503,05.12.1986,18.12.1987,13,KONICA,Konica UK Ltd; Konica Europe GmbH,1,Commission own initiative,Infringement,81,Vertical prevention of parallel imports,Peter Sutherland (M),12,0,,,,,,,,
268,31017,12.08.1983,18.12.1987,53,Fisher Price / Quaker Oats Ltd Toyco,Quaker Oats Ltd.; Toyco Ltd.,2,Commission own initiative,Infringement,81,Vertical export ban,Peter Sutherland (M),12,0,,,,,,,,
269,27093,02.07.1986,22.12.1987,18,DE LAVAL STORK,De Laval Turbine International Inc.; Koninklijke Machinefabriek Stork BV; De Laval-Stork VOF,4,Notification,Renewal of exemption,81,Joint venture,Peter Sutherland (M),12,0,,,,,,,,
270,"30787, 31488",07.10.1982,22.12.1987,63,EUROFIX - BAUCO / HILTI,Hilti AG,1,Complaint,Infringement,82,Tying and discriminatory practice,Peter Sutherland (M),12,1,T-30/89,,,,,,,
271,31206,25.04.1984,22.12.1987,44,Rich Products / JUS-ROL ,Jus-rol Ltd.; Rich Products Corporation,2,Notification,Exemption,81,"Exchange of patents and knowhow, and transfer of technical support (horizontal)",Peter Sutherland (M),12,0,,,,,,,,
272,31914,07.07.1986,22.12.1987,18,ARG / UNIPART,Austin Rover Group Ltd.; Unipart Group Ltd. ,2,Notification,Exemption,81,Vertical restraints and reduction of competition between wholesaler,Peter Sutherland (M),12,0,,,,,,,,
273,31846,26.03.1986,22.12.1987,21,ENICHEM / ICI,Enichem SpA; Imperial Chemical Industrie plc.; European Vinyls Corporation,3,Notification,Exemption,81,"Horizontal agreement between two main pharmacy producer, could introduce export ban",Peter Sutherland (M),12,0,,,,,,,,
274,32306,01.04.1987,22.12.1987,9,OLIVETTI / CANON,"Ing. C. Olivetti & C, Spa; Canon Inc",2,Notification,Exemption,81,Joint venture,Peter Sutherland (M),12,0,,,,,,,,
275,32075,03.09.1986,05.05.1988,20,BAYER / BP Chemicals,Bayer AG; BP Chemicals International Ltd.; Erdölchemie GmbH,3,Notification,Exemption,81,Joint venture,Peter Sutherland (M),12,0,,,,,,,,
276,31593,07.03.1975,11.07.1988,160,British Dental Trade Association,British Dental Trade Association,1,Notification,Infringement,81,Discrimination against foreign exhibitors at trade fairs,Peter Sutherland (M),12,0,,,,,,,,
277,30178,03.07.1983,18.07.1988,61,Napier Brown / British Sugar,British Sugar plc.,1,Complaint,Infringement,81,Predatory conduct towards competitors (and wholesaler),Peter Sutherland (M),12,0,,,,,,,,
278,31902,24.06.1986,20.07.1988,25,IVECO-FORD,"The Ford Motor Company Ltd,; Iveco Industial Vehicles Corporation BV; Iveco-Ford Truck Ltd.",3,Notification,Exemption,81,Joint venture,Peter Sutherland (M),12,0,,,,,,,,
279,31379,08.09.1982,26.07.1988,71,BLOEMENVEILINGEN AALSMEER,"Coöperatieve Vereniging ""De Verenigde Bloemenveilingen Aalsmeer""BA",1,Comlaint and Notification,Infringement,81,Vertical restraints and abuse of dominance,Peter Sutherland (M),12,0,,,,,,,,
280,31043,27.09.1983,26.07.1988,58,Tetra Pak I (BTG-licence),Tetra Pak Rausing SA,1,Notification,Infringement,82,Through joint venture and further contracts of the parent company discriminanted other companies in up-stream positions,Peter Sutherland (M),12,1,T-51/89,,,,,,,
281,32368,17.06.1987,11.10.1988,15,BBC BROWN BOVERI,BBC Brown Boveri Aktiengesellschaft,1,Notification,Exemption,81,Joint venture (R&D),Peter Sutherland (M),12,0,,,,,,,,
282,32173,27.10.1986,11.10.1988,23,MICHELIN / CONTINENTAL,Continental Gummi-Werke AG; Companie Générale des Etablissements Michelin,2,Notification,Exemption,81,Joint venture in development,Peter Sutherland (M),12,0,,,,,,,,
283,31498,14.03.1985,13.10.1988,43,Delta Chemie / DDD,Delta Chemie; DDD Ltd.,2,Notification,Exemption,81,Exclusive licensing contract (vertical),Peter Sutherland (M),12,0,,,,,,,,
284,32437,30.09.1987,24.10.1988,13,Eurotunnel,The Channel Tunnel Group Ltd.; France-Manche SA; W.S. Atkins; SETEC; Translink; Transmanche Construction,6,Notification,Negative Clearance,81,Building and mantaining essential facility (several construction companies),Peter Sutherland (M),12,0,,,,,,,,
285,31424,04.01.1985,28.10.1988,46,Hudson's Bay / Dansk Pelsdyravlerforening,Dansk Pelsdyravlerforening,1,Complaint,Infringement,81,Horizontal exclusive dealing arrangements,Peter Sutherland (M),12,1,T-61/89,,,,,,,
286,32318,22.04.1987,04.11.1988,18,LONDON EUROPEAN / SABENA,"Sabena, Belgian World Airlines",1,Complaint,Infringement,82,Refusal to allow smaller competitor access to computerized booking system,Peter Sutherland (M),12,0,,,,,,,,
287,32358,03.06.1987,14.11.1988,17,ServiceMaster,ServiceMaster,1,Notification,Exemption,81,Vertical restraints via service contracts,Peter Sutherland (M),12,0,,,,,,,,
288,223,07.01.1988,02.12.1988,11,Transocean Marine Paint Association ,Transocean Marine Paint Association; F.A.C. van der Linden GmbH; Copalin SA; Veneziani Zonca Vernici SpA; Transocean Ibérica SA; Fábrica de Tintas Marilina SA; Pacific Products Inc.; Healing Industries Pty Ltd.; Asian Paints (SP) Ltd.; Ycee Marine Supplies Ltd.; Toa Paint Co. Ltd.; Healing Industries Ltd.; Epiglass (S) Pte. Ltd.; Vapocure Taiwan Ltd.; A.P.C. Industries Co. Ltd.; Copalin Paint Factory; Pars-Pamchal Chemical Co.; Durmus Yasar & Sons; Colorin SA; Tecno-Quimica SA; Industria de Pinturas Adolfo Stierling Ltds.; Technouimica SA;  Kossan Chemical Industries; National Paints Factories Co.; Neo-Shine Varnishes,25,Notification,Renewal of exemption,81,"Horizontal restraints, which result in distribution network",Peter Sutherland (M),12,0,,,,,,,,
289,31697,05.11.1985,02.12.1988,37,CHARLES JOURDAN,La Société des Chaussures Seducta Charles Jourdan et fils; Charles Jourdan Holding AG; La Société Xavier Danaud,3,Notification,Exemption and Negative Clearance,81,Vertial restraints via distribution agreement,Peter Sutherland (M),12,0,,,,,,,,
290,31900,03.12.1987,05.12.1988,12,BPB Industries PLC,BPB Industries plc.; British Gypsum Ltd.,2,Complaint,Infringement,82,Exclusive dealing to prevent imports (vertical),Peter Sutherland (M),12,1,T-65/89,,,,,,,
291,31906,31.10.1986,07.12.1988,25,FLAT GLASS,Fabbrica pisana SpA; Società Italiana Vetro-SIV; Vernante Pennitalia SpA,3,Complaint and Comission own initative,Infringement,"81, 82",Horizontal price fixing and quota agreements; collective unfair pricing,Peter Sutherland (M),12,1,"T-68/89, T-77/89, T-78/89",,,,,,,
292,"27394, 27393",12.06.1983,12.12.1988,66,Publishers Association / Net Book Agreements,Publishers Association London,1,Notification,Infringement,81,Vertical agreements in Assoziation,Peter Sutherland (M),12,1,T-66/89,,,,,,,
293,31291,19.07.1984,19.12.1988,53,EUROCHEQUES UNIFORMES,Eurocheque International sc; Agrupacion Espanola Eurocheque; Association for Payment Clearing Services; Associazione Bancaria Italiana; Bundesverband Deutscher Banken eV; Communauté Luxembourgeoise Eurocheque; Comunidade Portuguesa Eurocheque;  Eurocheque Belgium; Groupement des cartes bancaires; Irish Banks' Standing Committee; Pengeinstitutternes Betalingssystemer A/S; Stichting Bevordering Chequeverkeer; Agrupacio Andorrana eurocheque; Den Norske Bankforening; Bank of Cyprus (Holdings) Ltd.; The Association of Yugoslav Banks; The Finnish Bankers' Association; Svenska Bankföreningen; Verband Osterreichischer Banken und Bankiers,20,Notification and Complaint,Exemption and Negative Clearance,81,"Standard form for checks, which are established in EU leads to horizontal restraints",Peter Sutherland (M),12,0,,,,,,,,
294,93,16.04.1986,20.12.1988,32,EMO,"Fachverband der Maschinen- und Stahlbauindustrie Österreich; Syndicat des constructeurs belges de machines-outils pour le travail de métaux (Sycomom); Verein Schweizerischer Maschinen-Industrieller (VSM); Verein Deutscher Werkzeugmachinenfabriken e.V. (VDW); Foreringen af Danske Vaerktojsmaskinfabrikanter; Asociación Espanola de Fabricantes de Máquinas-Herramientas; Syndicat de la machine-outil, de l'assemblage et de la production associée (Symap); The Machine Toll Trades Association (MITA) Metalworking Machine Tool Manufacturers; Unione Costruttori Italiani Macchine Utensili (Ucimu); Mekaniske Verksteders Landsforening; Vereniging voor de Metaal- en de Elektrotechnische Industrie (FME) Groep Gereedschapswerktuigen; Centro de Cooperação dos Industriais de Máquinas-Ferremientas (Cimaf); Föreningen Svenska Verkrygmaakintillverkare",13,Notification,Renewal of exemption,81,Exclusive dealing contracts (vertical),Peter Sutherland (M),12,0,,,,,,,,
295,"30979, 31394",20.03.1983,21.12.1988,69,DECCA NAVIGATOR SYSTEM,Racal Electronics plc; NV Philips Gloeilampenfabrieken; Polytechnic Electonics plc,3,Complaint,Infringement,"81, 82","Patent licensing, which result in dominant position and ist abuse via vertical restraints",Peter Sutherland (M),12,0,,,,,,,,
296,31865,24.03.1988,21.12.1988,9,PVC,Atochem SA; BASF AG; DSM NV; Enichem SpA; Hoechst AG; Huels AG; Imperial Chemical Industries plc.; Limburgse Vinyl Maatschappij NV; Montedison SpA; Norsk Hydro A/S; Société artésienne de vinyl; Shell International Chemical company Ltd.; Solvay en Cie; Wacker Chemie GmbH,14,Commission own initiative,Infringement,81,Horizontal price fixing and quota agreements (heavy),Peter Sutherland (M),12,1,"T-79/78, T-84/89, T-85/89, T-86/89, T-89/89, T-91/89, T-92/89, T-94/89, T-96/89, T-98/89, T-102/89, T-104/89",,,,,,,
