case_id,case_number,investigation_started,decision_date,duration_months,case_name,parties_name,parties_count,report_route,decision_type,article_infringed,offense_nature,commissioner,commissioner_id,appeal,court_case_linked,,,,,,,
469,34493,25.10.1996,20.04.2001,54,DSD,,1,Commission own initiative,Infringement,82,Trademark agreement harming common market,Mario Monti (M),15,1,T-151/01 (pending),,,,,,,
470,"36957, 36997, 37121, 37138, 37380",13.07.1999,08.05.2001,25,"Glaxo Wellcome, Aseprofar and Fedifar, Spain Pharma, BAI, EAEPC",,1,Complaint and Notification,Infringement,81,Exclusive wholesaler contracts causing vertical restraints,Mario Monti (M),15,1,T-168/01 (pending),,,,,,,
471,34950,17.12.1993,15.06.2001,90,Eco / Emballages,,1,Notification,Negative Clearance,81,Trademark agreement harming common market,Mario Monti (M),15,0,,,,,,,,
472,36041,28.06.1999,20.06.2001,24,Michelin,,1,Commission own initiative,Infringement,82,Discriminating pricing system eliminating competition,Mario Monti (M),15,1,T-203/01 (pending),,,,,,,
473,36693,21.06.1999,29.06.2001,24,VW AG,,1,Commission own initiative,Infringement,81,Discriminating pricing system via vertical restraints,Mario Monti (M),15,1,T-208/01 (pending),,,,,,,
474,"37444, 37386",23.11.2001,18.07.2001,6,SAS Maersk Air and Sun-Air,,2,Complaint,Infringement,81,Market sharing,Mario Monti (M),15,1,T-241/01 (pending),,,,,,,
475,36490,24.01.2000,18.07.2001,18,Graphite Electrodes,,8,Commission own initiative,Infringement,81,"Horizontal agreements like capacity quota, marekt share setting etc.",Mario Monti (M),15,1,"T-236/01, T-239/01, T-244/01, T-245/01, T-246/01, T-251/01, T-252/01 (pending)",,,,,,,
476,36915,04.02.1998,25.07.2001,42,British Post / Deutsche Post AG,,1,Complaint,Infringement,82,Delaying letters of competitors thereby trying to exclude them,Mario Monti (M),15,0,,,,,,,,
477,37462,06.04.1999,31.07.2001,28,Identrus,,9,Notification,Negative Clearance,81,Joint venture (in b-b commerce),Mario Monti (M),15,0,,,,,,,,
478,36756,N/A,02.10.2001,N/A,Sodium Gluconate Cartel,,5,Commission own initiative followed by leniency claim,Infringement,81,Cartell,Mario Monti (M),15,N/A,,,,,,,,
479,36264,30.03.1999,10.10.2001,30,Mercedes Benz/ Daimler Chrysler,,1,Commission own initiative,Infringement,81,"Restrictions on parallel import, foreclosure practice",Mario Monti (M),15,1,T-325/01 (pending),,,,,,,
480,37133,27.10.1999,23.10.2001,24,"Snelpd/France, La Poste",,1,Commission own initiative,Infringement,"82, 86",Discriminatory business rules by regulation,Mario Monti (M),15,N/A,,,,,,,,
481,37512,06.07.2000,21.11.2001,17,Vitamins,,11,Commission own initiative,Infringement,81,Horizontal agreement concerning price fixing,Mario Monti (M),15,1,"T-15/02, T-22/02, T-23/02, T-26/02 (pending)",,,,,,,
482,36604,28.03.2000,05.12.2001,20,Citric Acid,,5,Commission own initiative,Infringement,81,Price fixing and market sharing,Mario Monti (M),15,1,"T-43/02, T-59/02 (pending)",,,,,,,
483,37800,29.09.2000,05.12.2001,14,Luxembourg Brewers,,4,Commission own initiative,Infringement,81,Horizontal import prevention,Mario Monti (M),15,1,"T-49/02, T-50/02, T-51/02 (pending)",,,,,,,
484,37614,29.09.2000,05.12.2001,14,Interbrew and Alken-Maes,,2,Commission own initiative,Infringement,81,Horizontal exchange of information,Mario Monti (M),15,1,"T-38/02, T-48/02 (pending)",,,,,,,
485,37859,07.04.2000,05.12.2001,20,"De Post-La Poste, former Natural Monopoly",,1,Complaint,Infringement,82,Abuse of dominance,Mario Monti (M),15,0,,,,,,,,
486,37919,01.08.2000,11.12.2001,16,Bank charges for exchanging euro-zone currencies € Germany,,5,Commission own initiative,Infringement,81,Horizontal Price fixing,Mario Monti (M),15,1,"T-44/02, T-54/02, T-56/02, T-60/02, T-61/02 (pending)",,,,,,,
487,37027,02.08.2000,11.12.2001,16,Zinc phosphate,,6,Commission own initiative,Infringement,81,"Concerted practice, such as vertical import bans, price fixing, market sharing, etc.",Mario Monti (M),15,1,"T-33/02, T-52/02, T-62/02, T-64/02 (pending)",,,,,,,
488,36212,26.07.2000,20.12.2001,17,Carbonless Paper,,8,Commission own initiative,Infringement,81,Horizontal price fixing,Mario Monti (M),15,1,"T-1097/02, T-118/02, T-122/02, T-123/02, T-125/02, T-126/02, T-128/02, T-129/02, T-132/02, T-136/02 (pending)",,,,,,,
489,36571,11.09.1999,11.06.2002,33,PO/Oesterreichische Banken (Lombard),,8,Commission own initiative,Infringement,81,Horizontal price fixing,Mario Monti (M),15,1,"T-259/02, T-260/02, T261/02, T-262/02, T-263/02, T-264/02, T-271/02 (pending)",,,,,,,
490,37519,01.10.2001,02.07.2002,9,Methionine,,4,Leniency claim (see point 334),Infringement,81,Horizontal agreement on price targets,Mario Monti (M),15,N/A,,,,,,,,
491,37730,10.12.1999,05.07.2002,31,Deutsche Lufthansa + Austrian Airlines,,2,Notification,Exemption,81,Cooperation agreement,Mario Monti (M),15,N/A,,,,,,,,
492,36700,09.07.2001,24.07.2002,12,Industrial and medical gases,,7,Commission own initiative,Infringement,81,Price fxing and market sharing,Mario Monti (M),15,N/A,,,,,,,,
493,29373,23.05.1997,24.07.2002,28,Visa International,,1,Complaint,Exemption,81,Discriminating pricing via vertical agreements,Mario Monti (M),15,N/A,,,,,,,,
494,38014,16.11.2000,08.10.2002,23,International Federation of the Phonographic Industry,,29,Notification,Exemption,81,Licensing of simulcasting,Mario Monti (M),15,N/A,,,,,,,,
495,37784,19.04.2002,30.10.2002,6,Fine Art Auction Houses,,2,Commission own initiative,Infringement,81,Concerted practices,Mario Monti (M),15,N/A,,,,,,,,
496,"36321, 35587, 35706",25.04.2000,30.10.2002,30,Omega/Nintendo + 1,,9,Complaint,Infringement,81,Parallel export restrictions,Mario Monti (M),15,1,"T-13/03, T-398/02, T-12/03, T-18/03 (pending)",,,,,,,
497,37396,04.08.1999,14.11.2002,39,Revised TACA,,7,Commission own initiative,Negative Clearance,81,Joint use of harbours and price agreements,Mario Monti (M),15,1,T-224/99 (pending),,,,,,,
498,37152,18.04.2001,27.11.2002,19,Plasterboard,,4,Commission own initiative,Infringement,81,Concerted practices,Mario Monti (M),15,N/A,,,,,,,,
499,37978,01.10.2001,27.11.2002,13,Methylglucamine,,2,Leniency claim,Infringement,81,"Market sharing, price fixing",Mario Monti (M),15,N/A,,,,,,,,
500,37667,N/A,17.12.2002,N/A,Speciality graphite/PO,,7,Leniency claim,Infringement,81,Spaciality Graphite Cartell,Mario Monti (M),15,N/A,,,,,,,,
501,37956,N/A,17.12.2002,N/A,PO/Rond a Beton/ Nucleotides,,8,Commission own initiative,Infringement,81,Cartell between eight main Italian beton producers,Mario Monti (M),15,N/A,,,,,,,,
502,37671,10.07.2002,17.12.2002,5,Food Flavor Enhancers,,4,Leniency claim,Infringement,81,Horizontal price fixing,Mario Monti (M),15,N/A,,,,,,,,
503,38279,25.11.2001,02.04.2003,17,PO / French Beef,,6,Commission own initative,Infringement,81,Horizontal price fixing and vertical restraints,Mario Monti (M),15,N/A,,,,,,,,
504,38’370,N/A,30.04.2003,14,O2 UK/T-Mobile UK — UK network sharing agreement,"T-Mobile, mmO2",2,Notification,Exemption,81,horizontal cooperation between two telecommunication provider,Mario Monti (M),15,N/A,,,,,,,,
505,"37451, 37578, 37579",18.03.1999,21.05.2003,50,Deutsche Telekom AG,Deutsche Telekom AG,1,Complaint,Infringement,82,Discriminatory and unfair pricing,Mario Monti (M),15,N/A,,,,,,,,
506,37975,03.05.2002,16.07.2003,14,PO/Yahama,"YAMAHA Corporation Japan (b)  YAMAHA Europa GmbH, Germany (c)  YAMAHA Musica Italia S.p.A. (d)  YAMAHA Musique France S.A. (e)  YAMAHA Scandinavia AB",1,Commission own initiative,Infringement,81,Vertical restraints via distribution agreements,Mario Monti (M),15,N/A,,,,,,,,
507,38369,06.02.2002,16.07.2003,17,3G network sharing Germany,"T-Mobile, O2 Germany",2,Notification,Exemption,81,horizontal cooperation between two telecommunication provider,Mario Monti (M),15,N/A,,,,,,,,
508,38233,19.12.2001,16.07.2003,19,Wanadoo Interactive,Wanadoo Interactive,1,Commission own initiative,Infringement,82,Predatory pricing,N/A,15,N/A,,,,,,,,
509,37398,18.07.2001,23.07.2003,24,UEFA,UEFA,1,Notification,Exemption,81,Joint selling agency and licensing,Mario Monti (M),15,N/A,,,,,,,,
510,37’685,21.06.2001,27.08.2003,26,GVG/FS,Ferrovie dello Stato SpA,1,Complaint,Infringement,82,Preventing entry,Mario Monti (M),15,N/A,,,,,,,,
511,37370,N/A,01.10.2003,N/A,Sorbates,"Daicel Chemical Industries Ltd, Hoechst AG, The Nippon Synthetic, Ueno Fine Chemicals Industry Ltd",4,Leniency claim,Infringement,81,Hardcore cartel,Mario Monti (M),15,N/A,,,,,,,,
512,"35470, 35471, 35472, 35473",24.07.2002,16.10.2003,15,"ARA, ARGEV, ARO","Altstoffrecycling Austria AG, ARGEV Verpackungsverwertungs-GmbH, Altpapier-Recycling Organisationsgesellschaft mbH",3,Notification,Exemption,81,Dispension and licensing agreement (partly horizontal),Mario Monti (M),15,N/A,,,,,,,,
513,38170,14.04.2003,23.10.2003,6,REIMS II renotification,"Oestereichische Post AG, Poste Italiane SpA, DePoste/LaPoste, Entreprise des Postes & Télécommunications, Post Danmark AS, Posten Norge AS, Finland Post Corporation, CTT Correios de Portugal, SA, La Poste, Sociedad Estatal Correos y Telégrafos, SA, Deutsche Post AG, Posten Sverige AB, Hellenic Post ELTA, Royal Mail Group plc, Iceland Post, An Post",16,Notification,Exemption,81,Fixing innerEuropean tariffs mainly on letters,Mario Monti (M),15,N/A,,,,,,,,
514,38359,N/A,03.12.2003,N/A,Electrical and mechanical carbon and graphite products,"C. Conradty Nürnberg GmbH, Hoffmann & Co. Elektrokohle AG, Le Carbone Lorraine S.A., Morgan Crucible Company plc, Schunk GmbH and Schunk Kohlenstofftechnik GmbH, jointly and severally, and SGL Carbon AG",6,Leniency claim,Infringement,81,Hardcore cartel,Mario Monti (M),15,N/A,,,,,,,,
515,37857,N/A,10.12.2003,N/A,Organic peroxides,"Akzo Nobel Polymer Chemicals BV, Akzo Nobel NV, Akzo Nobel Chemicals International BV, jointly and severally liable Atofina SA Peroxid-Chemie GmbH & Co. KG Peroxd-Chemie GmbH & Co. KG and Degussa UK Holdings Limited, AC Treuhand AG, Peroxidos Organicos SA",6,Leniency claim,Infringement,81,Hardcore cartel,Mario Monti (M),15,N/A,,,,,,,,
516,38240,N/A,16.12.2003,N/A,Industrial copper tubes,"Wieland Werke AG, Outokumpu Copper Products OY, Outokumpu Oyj, KM Europa Metal AG, Tréfimétaux SA and Europa Metalli SpA",5,Leniency claim,Infringement,81,Hardcore cartel,Mario Monti (M),15,N/A,,,,,,,,
517,38287,19.06.2003,29.12.2003,6,Telenor / Canal+ / Canal Digital,Telenor Broadcast Holding AS,1,Notification,Exemption,81,Exclusive distribution system and licensing,Mario Monti (M),15,N/A,,,,,,,,
