mutation_key,decision_date,case_numbers_raw,case_numbers_normalized,source,source_native_id,source_record_id,date_caseno_key,date_caseno_source_key,decision_label,decision_title,has_downloadable_url,is_downloaded,download_status,source_urls,download_urls,download_paths,successful_download_paths,source_manifest_file
60,28.09.1972,"8818, 8822 | IV/8818 | IV/8822",8818; 8822,andrea | com_legacy,56 | com_legacy_1972_line_26,andrea:56 | com_legacy:com_legacy_1972_line_26,1972/09/28/8818/8822,1972/09/28/8818/8822/andrea | 1972/09/28/8818/8822/com_legacy,Infringement | Procedural Decision,Rodenstock | RODENSTOCK,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1972.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31972D0396 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31972D0396 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31972D0396 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31972D0396,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0396_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0396_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0396_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0396_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
61,20.10.1972,"496, 498, 511, 532, 26238, 26577 | IV/26238 | IV/26577 | IV/496 | IV/498 | IV/511 | IV/532",496; 498; 511; 532; 26238; 26577,andrea | com_legacy,58 | com_legacy_1972_line_20,andrea:58 | com_legacy:com_legacy_1972_line_20,1972/10/20/496/498/511/532/26238/26577,1972/10/20/496/498/511/532/26238/26577/andrea | 1972/10/20/496/498/511/532/26238/26577/com_legacy,Infringement | Prohibition Decision,Chauffage Central (Central Heating B) | Chauffage Central,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1972.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31972D0390 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31972D0390 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31972D0390 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31972D0390,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0390_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0390_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0390_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0390_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
62,23.11.1972,"26876, 26892, 26894 | IV/26876 | IV/26892 | IV/26894",26876; 26892; 26894,andrea | com_legacy,59 | com_legacy_1972_line_17,andrea:59 | com_legacy:com_legacy_1972_line_17,1972/11/23/26876/26892/26894,1972/11/23/26876/26892/26894/andrea | 1972/11/23/26876/26892/26894/com_legacy,Infringement | Prohibition Decision,Pittsburgh Corning Europe-Formica Belgium-Hertel,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1972.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31972D0403 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31972D0403 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31972D0403 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31972D0403,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0403_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0403_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0403_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0403_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
63,14.12.1972,26911 | IV/26911,26911,andrea | com_db_comp | com_legacy,60 | 1811 | com_legacy_1972_line_14,andrea:60 | com_db_comp:1811 | com_legacy:com_legacy_1972_line_14,1972/12/14/26911,1972/12/14/26911/andrea | 1972/12/14/26911/com_db_comp | 1972/12/14/26911/com_legacy,Infringement | not_exclusion_candidate | Prohibition Decision,"ZOJA / CSC-ICI, Commercial Solvents | ZOJA/CSC - ICI | ZOJA/CSC-ICI",TRUE,TRUE,reference_only | already_downloaded,https://db-comp.eu/document_1811.download | http://ec.europa.eu/competition/antitrust/closed/en/1972.html,https://db-comp.eu/document_1811.download | https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31972D0457 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31972D0457 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31972D0457 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31972D0457,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/26911-ICI.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0457_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0457_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/26911-ICI.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0457_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0457_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_db_comp/db_comp_metadata_manifest.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
64,18.12.1972,581 | IV/581,581,andrea | com_legacy,61 | com_legacy_1972_line_11,andrea:61 | com_legacy:com_legacy_1972_line_11,1972/12/18/581,1972/12/18/581/andrea | 1972/12/18/581/com_legacy,Infringement | Prohibition Decision,Cementregeling voor Nederland (CRN) | CEMENTREGELING VOOR NEDERLAND,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1972.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31972D0468 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31972D0468 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31972D0468 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31972D0468,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0468_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0468_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0468_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0468_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
65,22.12.1972,"243, 244, 245 | IV/243 | IV/244 | IV/245",243; 244; 245,andrea | com_legacy,62 | com_legacy_1972_line_2,andrea:62 | com_legacy:com_legacy_1972_line_2,1972/12/22/243/244/245,1972/12/22/243/244/245/andrea | 1972/12/22/243/244/245/com_legacy,Infringement | Prohibition Decision,CIMBEL,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1972.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31972D0474 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31972D0474 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31972D0474 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31972D0474,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0474_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0474_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0474_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0474_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
66,22.12.1972,26992 | IV/26992,26992,andrea | com_legacy,64 | com_legacy_1972_line_8,andrea:64 | com_legacy:com_legacy_1972_line_8,1972/12/22/26992,1972/12/22/26992/andrea | 1972/12/22/26992/com_legacy,Infringement | Prohibition Decision,WEA-FILIPACCHI MUSIC,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1972.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31972D0480 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31972D0480 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31972D0480 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31972D0480,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0480_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0480_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0480_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0480_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
67,22.12.1972,"89, 26349 | IV/26349 | IV/89",89; 26349,andrea | com_legacy,63 | com_legacy_1972_line_5,andrea:63 | com_legacy:com_legacy_1972_line_5,1972/12/22/89/26349,1972/12/22/89/26349/andrea | 1972/12/22/89/26349/com_legacy,Infringement | Prohibition Decision,GISA,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1972.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31972D0478 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31972D0478 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31972D0478 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31972D0478,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0478_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0478_DE.pdf,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31972D0478_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31972D0478_DE.pdf,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
68,02.01.1973,26918 | IV/26918,26918,andrea | com_db_comp | com_legacy,65 | 1704 | com_legacy_1973_line_23,andrea:65 | com_db_comp:1704 | com_legacy:com_legacy_1973_line_23,1973/02/01/26918,1973/02/01/26918/andrea | 1973/02/01/26918/com_db_comp | 1973/02/01/26918/com_legacy,Infringement | not_exclusion_candidate | Prohibition Decision,EUROPEAN SUGAR INDUSTRY | European sugar industry,TRUE,TRUE,reference_only | already_downloaded,https://db-comp.eu/document_1704.download | http://ec.europa.eu/competition/antitrust/closed/en/1973.html,https://db-comp.eu/document_1704.download | https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31973D0109 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31973D0109 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31973D0109 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31973D0109 | http://ec.europa.eu/competition/search.html | http://ec.europa.eu/competition/antitrust/closed/en/1973.html#top,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/26918-European-sugar-industry-_Jan-1973_.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0109_EN.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31973D0109_EN.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0109_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/search.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/1973.html,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/26918-European-sugar-industry-_Jan-1973_.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0109_EN.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31973D0109_EN.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0109_DE.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/search.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/1973.html,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_db_comp/db_comp_metadata_manifest.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
69,11.05.1973,791,791,com_db_comp,1759,com_db_comp:1759,1973/11/05/791,1973/11/05/791/com_db_comp,not_exclusion_candidate,Societe Commerciale des Potasses et de l'Azote (SCPA),TRUE,TRUE,,https://db-comp.eu/document_1759.download,https://db-comp.eu/document_1759.download,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/791-Socie-te-Commerciale-des-Potasses-et-de-l-Azote-_SCPA_-_May-1973_.pdf,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/791-Socie-te-Commerciale-des-Potasses-et-de-l-Azote-_SCPA_-_May-1973_.pdf,/home/edik/projects/eccjeu/output/com_db_comp/db_comp_metadata_manifest.csv
69,11.05.1973,"791, 1373, 1374, 1498, 1499, 1500 | IV/1373 | IV/1374 | IV/1498 | IV/1499 | IV/1500 | IV/791",791; 1373; 1374; 1498; 1499; 1500,andrea | com_legacy,66 | com_legacy_1973_line_20,andrea:66 | com_legacy:com_legacy_1973_line_20,1973/11/05/791/1373/1374/1498/1499/1500,1973/11/05/791/1373/1374/1498/1499/1500/andrea | 1973/11/05/791/1373/1374/1498/1499/1500/com_legacy,Infringement | Prohibition Decision,SCPA - Kali und Salz | SCPA - KALI UND SALZ,TRUE,TRUE,reference_only | already_downloaded,http://ec.europa.eu/competition/antitrust/closed/en/1973.html,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31973D0212 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31973D0212 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31973D0212 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31973D0212,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0212_EN.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31973D0212_EN.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0212_DE.html,/home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0212_EN.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31973D0212_EN.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0212_DE.html,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
71,14.06.1973,14111 | IV/14111,14111,andrea | com_db_comp | com_legacy,67 | 1747 | com_legacy_1973_line_17,andrea:67 | com_db_comp:1747 | com_legacy:com_legacy_1973_line_17,1973/06/14/14111,1973/06/14/14111/andrea | 1973/06/14/14111/com_db_comp | 1973/06/14/14111/com_legacy,Negative Clearance | not_exclusion_candidate | Negative Clearance Decision,Du Pont de Nemours (Deutschland) | Du Pont de Nemours Deutschland | DU PONT DE NEMOURS DEUTSCHLAND,TRUE,TRUE,reference_only | already_downloaded,https://db-comp.eu/document_1747.download | http://ec.europa.eu/competition/antitrust/closed/en/1973.html,https://db-comp.eu/document_1747.download | https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31973D0196 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31973D0196 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31973D0196 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31973D0196,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/14111-Du-Pont-De-Nemours-Deutschland-_June-1973_.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0196_EN.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31973D0196_EN.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0196_DE.html,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/14111-Du-Pont-De-Nemours-Deutschland-_June-1973_.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0196_EN.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31973D0196_EN.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0196_DE.html,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_db_comp/db_comp_metadata_manifest.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
72,03.07.1973,25963 | IV/25963,25963,andrea | com_db_comp | com_legacy,68 | 1730 | com_legacy_1973_line_14,andrea:68 | com_db_comp:1730 | com_legacy:com_legacy_1973_line_14,1973/03/07/25963,1973/03/07/25963/andrea | 1973/03/07/25963/com_db_comp | 1973/03/07/25963/com_legacy,Infringement | not_exclusion_candidate | Prohibition Decision,Gas Water-Heaters and Bath-Heaters | Gas water-heaters and bath-heaters,TRUE,TRUE,reference_only | already_downloaded,https://db-comp.eu/document_1730.download | http://ec.europa.eu/competition/antitrust/closed/en/1973.html,https://db-comp.eu/document_1730.download | https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:31973D0232 | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31973D0232 | https://eur-lex.europa.eu/legal-content/DE/TXT/HTML/?uri=CELEX:31973D0232 | https://eur-lex.europa.eu/legal-content/DE/TXT/PDF/?uri=CELEX:31973D0232,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/25963-Gas-water-heaters-and-bath-heaters-_July-1973_.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0232_EN.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31973D0232_EN.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0232_DE.html,/home/edik/projects/eccjeu/data/raw/com_db_comp/files/25963-Gas-water-heaters-and-bath-heaters-_July-1973_.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0232_EN.html | /home/edik/projects/eccjeu/data/raw/com_legacy/files/pdfs/31973D0232_EN.pdf | /home/edik/projects/eccjeu/data/raw/com_legacy/files/html/31973D0232_DE.html,/home/edik/projects/eccjeu/input/andrea_input.csv | /home/edik/projects/eccjeu/output/com_db_comp/db_comp_metadata_manifest.csv | /home/edik/projects/eccjeu/output/com_legacy/download_case_manifest.csv
